ID_Objeto,Circularidad_Simplificada,Relacion_Aspecto,Excentricidad_Simplif,Clase_Asignada
Obj422,25_flipH.png,0.567387,1.377622,0.842081,Flecha
Obj423,25_flipH.png,0.582511,0.972441,0.693097,Flecha
Obj424,25_flipH.png,0.581543,1.279412,0.810563,Flecha
Obj425,25_flipH.png,0.586558,0.936508,0.716246,Flecha
Obj426,25_flipV.png,0.586558,0.936508,0.716246,Flecha
Obj427,25_flipV.png,0.582511,0.972441,0.693097,Flecha
Obj428,25_flipV.png,0.581543,1.279412,0.810563,Flecha
Obj429,25_flipV.png,0.567387,1.377622,0.842081,Flecha
Obj430,25_flipV.png,0.588557,1.073620,0.592401,Flecha
Obj431,25_rot180.png,0.586558,0.936508,0.716246,Flecha
Obj432,25_rot180.png,0.582511,0.972441,0.693097,Flecha
Obj433,25_rot180.png,0.581543,1.279412,0.810563,Flecha
Obj434,25_rot180.png,0.567387,1.377622,0.842081,Flecha
Obj435,25_rot180.png,0.588557,1.073620,0.592401,Flecha
Obj436,25_rot270.png,0.581543,0.781609,0.810563,Flecha
Obj437,25_rot270.png,0.567387,0.725888,0.842081,Flecha
Obj438,25_rot270.png,0.588557,0.931429,0.592401,Flecha
Obj439,25_rot270.png,0.586558,1.067797,0.716246,Flecha
Obj440,25_rot270.png,0.582511,1.028340,0.693097,Flecha
Obj441,25_rot90.png,0.582511,1.028340,0.693097,Flecha
Obj442,25_rot90.png,0.586558,1.067797,0.716246,Flecha
Obj443,25_rot90.png,0.588557,0.931429,0.592401,Flecha
Obj444,25_rot90.png,0.567387,0.725888,0.842081,Flecha
Obj445,25_rot90.png,0.581543,0.781609,0.810563,Flecha
Obj446,26.png,0.579057,1.000000,0.674374,Flecha
Obj447,26.png,0.639641,1.000000,0.499777,Triangulo
Obj448,26.png,1.011585,1.000000,0.024503,Circulo
Obj449,26.png,0.828791,1.000000,0.000000,Triangulo
Obj450,26_flipH.png,0.579057,1.000000,0.674374,Flecha
Obj451,26_flipH.png,0.639641,1.000000,0.499777,Triangulo
Obj452,26_flipH.png,1.011585,1.000000,0.024503,Circulo
Obj453,26_flipH.png,0.828791,1.000000,0.000000,Triangulo
Obj454,26_flipV.png,0.828791,1.000000,0.000000,Triangulo
Obj455,26_flipV.png,1.011585,1.000000,0.024503,Circulo
Obj456,26_flipV.png,0.579057,1.000000,0.674374,Flecha
Obj457,26_flipV.png,0.639641,1.000000,0.499777,Triangulo
Obj458,26_rot180.png,0.828791,1.000000,0.000000,Triangulo
Obj459,26_rot180.png,1.011585,1.000000,0.024503,Circulo
Obj460,26_rot180.png,0.579057,1.000000,0.674374,Flecha
Obj461,26_rot180.png,0.639641,1.000000,0.499777,Triangulo
Obj462,26_rot270.png,0.639641,1.000000,0.499777,Triangulo
Obj463,26_rot270.png,0.828791,1.000000,0.000000,Triangulo
Obj464,26_rot270.png,0.579057,1.000000,0.674374,Flecha
Obj465,26_rot270.png,1.011585,1.000000,0.024503,Circulo
Obj466,26_rot90.png,1.011585,1.000000,0.024503,Circulo
Obj467,26_rot90.png,0.579057,1.000000,0.674374,Flecha
Obj468,26_rot90.png,0.639641,1.000000,0.499777,Triangulo
Obj469,26_rot90.png,0.828791,1.000000,0.000000,Triangulo
Obj470,27.png,0.655508,1.000000,0.499077,Triangulo
Obj471,27.png,0.827748,1.000000,0.000000,Triangulo
Obj472,27.png,0.310097,1.000000,0.321226,Estrella
Obj473,27.png,1.013968,0.964912,0.260846,Circulo
Obj474,27_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj475,27_flipH.png,0.827748,1.000000,0.000000,Triangulo
Obj476,27_flipH.png,0.310097,1.000000,0.321226,Estrella
Obj477,27_flipH.png,1.013968,0.964912,0.260846,Circulo
Obj478,27_flipV.png,1.013968,0.964912,0.260846,Circulo
Obj479,27_flipV.png,0.310097,1.000000,0.321226,Estrella
Obj480,27_flipV.png,0.827748,1.000000,0.000000,Triangulo
Obj481,27_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj482,27_rot180.png,1.013968,0.964912,0.260846,Circulo
Obj483,27_rot180.png,0.310097,1.000000,0.321226,Estrella
Obj484,27_rot180.png,0.827748,1.000000,0.000000,Triangulo
Obj485,27_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj486,27_rot270.png,0.827748,1.000000,0.000000,Triangulo
Obj487,27_rot270.png,0.310097,1.000000,0.321226,Estrella
Obj488,27_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj489,27_rot270.png,1.013968,1.036364,0.260846,Circulo
Obj490,27_rot90.png,1.013968,1.036364,0.260846,Circulo
Obj491,27_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj492,27_rot90.png,0.310097,1.000000,0.321226,Estrella
Obj493,27_rot90.png,0.827748,1.000000,0.000000,Triangulo
Obj494,28.png,0.322134,1.000000,0.320527,Estrella
Obj495,28.png,1.011437,1.000000,0.016918,Circulo
Obj496,28.png,0.309345,1.000000,0.317107,Estrella
Obj497,28.png,0.600113,1.000000,0.655853,Flecha
Obj498,28.png,0.601836,1.000000,0.654131,Flecha
Obj499,28_flipH.png,0.322134,1.000000,0.320527,Estrella
Obj500,28_flipH.png,1.011437,1.000000,0.016918,Circulo
Obj501,28_flipH.png,0.309345,1.000000,0.317107,Estrella
Obj502,28_flipH.png,0.600113,1.000000,0.655853,Flecha
Obj503,28_flipH.png,0.601836,1.000000,0.654131,Flecha
Obj504,28_flipV.png,0.601836,1.000000,0.654131,Flecha
Obj505,28_flipV.png,0.309345,1.000000,0.317107,Estrella
Obj506,28_flipV.png,0.600113,1.000000,0.655853,Flecha
Obj507,28_flipV.png,1.011437,1.000000,0.016918,Circulo
Obj508,28_flipV.png,0.322134,1.000000,0.320527,Estrella
Obj509,28_rot180.png,0.601836,1.000000,0.654131,Flecha
Obj510,28_rot180.png,0.309345,1.000000,0.317107,Estrella
Obj511,28_rot180.png,0.600113,1.000000,0.655853,Flecha
Obj512,28_rot180.png,1.011437,1.000000,0.016918,Circulo
Obj513,28_rot180.png,0.322134,1.000000,0.320527,Estrella
Obj514,28_rot270.png,1.011437,1.000000,0.016918,Circulo
Obj515,28_rot270.png,0.601836,1.000000,0.654131,Flecha
Obj516,28_rot270.png,0.309345,1.000000,0.317107,Estrella
Obj517,28_rot270.png,0.322134,1.000000,0.320527,Estrella
Obj518,28_rot270.png,0.600113,1.000000,0.655853,Flecha
Obj519,28_rot90.png,0.600113,1.000000,0.655853,Flecha
Obj520,28_rot90.png,0.322134,1.000000,0.320527,Estrella
Obj521,28_rot90.png,0.309345,1.000000,0.317107,Estrella
Obj522,28_rot90.png,0.601836,1.000000,0.654131,Flecha
Obj523,28_rot90.png,1.011437,1.000000,0.016918,Circulo
Obj524,29.png,0.655001,1.000000,0.499102,Triangulo
Obj525,29.png,0.822622,1.000000,0.000000,Triangulo
Obj526,29.png,0.832757,1.000000,0.000000,Triangulo
Obj527,29.png,0.655508,1.000000,0.499077,Triangulo
Obj528,29.png,0.314464,1.000000,0.317081,Estrella
Obj529,29_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj530,29_flipH.png,0.822622,1.000000,0.000000,Triangulo
Obj531,29_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj532,29_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj533,29_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj534,29_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj535,29_flipV.png,0.822622,1.000000,0.000000,Triangulo
Obj536,29_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj537,29_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj538,29_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj539,29_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj540,29_rot180.png,0.822622,1.000000,0.000000,Triangulo
Obj541,29_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj542,29_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj543,29_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj544,29_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj545,29_rot270.png,0.822622,1.000000,0.000000,Triangulo
Obj546,29_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj547,29_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj548,29_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj549,29_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj550,29_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj551,29_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj552,29_rot90.png,0.822622,1.000000,0.000000,Triangulo
Obj553,29_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj554,30.png,1.009563,1.000000,0.015118,Circulo
Obj555,30.png,1.011437,1.000000,0.016918,Circulo
Obj556,30.png,0.648476,1.000000,0.499394,Triangulo
Obj557,30.png,0.332760,1.000000,0.321320,Estrella
Obj558,30.png,0.314320,1.000000,0.328144,Estrella
Obj559,30_flipH.png,1.009563,1.000000,0.015118,Circulo
Obj560,30_flipH.png,1.011437,1.000000,0.016918,Circulo
Obj561,30_flipH.png,0.648476,1.000000,0.499394,Triangulo
Obj562,30_flipH.png,0.332760,1.000000,0.321320,Estrella
Obj563,30_flipH.png,0.314320,1.000000,0.328144,Estrella
Obj564,30_flipV.png,0.314320,1.000000,0.328144,Estrella
Obj565,30_flipV.png,0.332760,1.000000,0.321320,Estrella
Obj566,30_flipV.png,0.648476,1.000000,0.499394,Triangulo
Obj567,30_flipV.png,1.009563,1.000000,0.015118,Circulo
Obj568,30_flipV.png,1.011437,1.000000,0.016918,Circulo
Obj569,30_rot180.png,0.314320,1.000000,0.328144,Estrella
Obj570,30_rot180.png,0.332760,1.000000,0.321320,Estrella
Obj571,30_rot180.png,0.648476,1.000000,0.499394,Triangulo
Obj572,30_rot180.png,1.009563,1.000000,0.015118,Circulo
Obj573,30_rot180.png,1.011437,1.000000,0.016918,Circulo
Obj574,30_rot270.png,0.332760,1.000000,0.321320,Estrella
Obj575,30_rot270.png,1.009563,1.000000,0.015118,Circulo
Obj576,30_rot270.png,0.648476,1.000000,0.499394,Triangulo
Obj577,30_rot270.png,1.011437,1.000000,0.016918,Circulo
Obj578,30_rot270.png,0.314320,1.000000,0.328144,Estrella
Obj579,30_rot90.png,0.314320,1.000000,0.328144,Estrella
Obj580,30_rot90.png,1.011437,1.000000,0.016918,Circulo
Obj581,30_rot90.png,0.648476,1.000000,0.499394,Triangulo
Obj582,30_rot90.png,1.009563,1.000000,0.015118,Circulo
Obj583,30_rot90.png,0.332760,1.000000,0.321320,Estrella
Obj584,31.png,1.004943,1.000000,0.012007,Circulo
Obj585,31.png,1.015522,1.000000,0.025221,Circulo
Obj586,31.png,1.005778,1.000000,0.015458,Circulo
Obj587,31.png,0.315950,1.000000,0.327697,Estrella
Obj588,31.png,0.312096,1.000000,0.328729,Estrella
Obj589,31_flipH.png,1.004943,1.000000,0.012007,Circulo
Obj590,31_flipH.png,1.015522,1.000000,0.025221,Circulo
Obj591,31_flipH.png,1.005778,1.000000,0.015458,Circulo
Obj592,31_flipH.png,0.315950,1.000000,0.327697,Estrella
Obj593,31_flipH.png,0.312096,1.000000,0.328729,Estrella
Obj594,31_flipV.png,0.312096,1.000000,0.328729,Estrella
Obj595,31_flipV.png,1.005778,1.000000,0.015458,Circulo
Obj596,31_flipV.png,0.315950,1.000000,0.327697,Estrella
Obj597,31_flipV.png,1.004943,1.000000,0.012007,Circulo
Obj598,31_flipV.png,1.015522,1.000000,0.025221,Circulo
Obj599,31_rot180.png,0.312096,1.000000,0.328729,Estrella
Obj600,31_rot180.png,1.005778,1.000000,0.015458,Circulo
Obj601,31_rot180.png,0.315950,1.000000,0.327697,Estrella
Obj602,31_rot180.png,1.004943,1.000000,0.012007,Circulo
Obj603,31_rot180.png,1.015522,1.000000,0.025221,Circulo
Obj604,31_rot270.png,1.004943,1.000000,0.012007,Circulo
Obj605,31_rot270.png,0.312096,1.000000,0.328729,Estrella
Obj606,31_rot270.png,0.315950,1.000000,0.327697,Estrella
Obj607,31_rot270.png,1.015522,1.000000,0.025221,Circulo
Obj608,31_rot270.png,1.005778,1.000000,0.015458,Circulo
Obj609,31_rot90.png,1.005778,1.000000,0.015458,Circulo
Obj610,31_rot90.png,0.315950,1.000000,0.327697,Estrella
Obj611,31_rot90.png,1.015522,1.000000,0.025221,Circulo
Obj612,31_rot90.png,0.312096,1.000000,0.328729,Estrella
Obj613,31_rot90.png,1.004943,1.000000,0.012007,Circulo
Obj614,32.png,1.003456,1.000000,0.008279,Circulo
Obj615,32.png,0.589963,1.000000,0.664584,Flecha
Obj616,32.png,1.017367,1.000000,0.010177,Circulo
Obj617,32.png,0.575251,1.000000,0.677580,Flecha
Obj618,32.png,0.826572,1.000000,0.000000,Triangulo
Obj619,32.png,0.827425,1.000000,0.000000,Triangulo
Obj620,32_flipH.png,1.003456,1.000000,0.008279,Circulo
Obj621,32_flipH.png,0.589963,1.000000,0.664584,Flecha
Obj622,32_flipH.png,1.017367,1.000000,0.010177,Circulo
Obj623,32_flipH.png,0.575251,1.000000,0.677580,Flecha
Obj624,32_flipH.png,0.826572,1.000000,0.000000,Triangulo
Obj625,32_flipH.png,0.827425,1.000000,0.000000,Triangulo
Obj626,32_flipV.png,0.827425,1.000000,0.000000,Triangulo
Obj627,32_flipV.png,0.575251,1.000000,0.677580,Flecha
Obj628,32_flipV.png,0.826572,1.000000,0.000000,Triangulo
Obj629,32_flipV.png,1.003456,1.000000,0.008279,Circulo
Obj630,32_flipV.png,0.589963,1.000000,0.664584,Flecha
Obj631,32_flipV.png,1.017367,1.000000,0.010177,Circulo
Obj632,32_rot180.png,0.827425,1.000000,0.000000,Triangulo
Obj633,32_rot180.png,0.575251,1.000000,0.677580,Flecha
Obj634,32_rot180.png,0.826572,1.000000,0.000000,Triangulo
Obj635,32_rot180.png,1.003456,1.000000,0.008279,Circulo
Obj636,32_rot180.png,0.589963,1.000000,0.664584,Flecha
Obj637,32_rot180.png,1.017367,1.000000,0.010177,Circulo
Obj638,32_rot270.png,1.003456,1.000000,0.008279,Circulo
Obj639,32_rot270.png,0.827425,1.000000,0.000000,Triangulo
Obj640,32_rot270.png,0.826572,1.000000,0.000000,Triangulo
Obj641,32_rot270.png,0.589963,1.000000,0.664584,Flecha
Obj642,32_rot270.png,0.575251,1.000000,0.677580,Flecha
Obj643,32_rot270.png,1.017367,1.000000,0.010177,Circulo
Obj644,32_rot90.png,0.575251,1.000000,0.677580,Flecha
Obj645,32_rot90.png,1.017367,1.000000,0.010177,Circulo
Obj646,32_rot90.png,0.589963,1.000000,0.664584,Flecha
Obj647,32_rot90.png,0.826572,1.000000,0.000000,Triangulo
Obj648,32_rot90.png,1.003456,1.000000,0.008279,Circulo
Obj649,32_rot90.png,0.827425,1.000000,0.000000,Triangulo
Obj650,33.png,0.305468,1.000000,0.318135,Estrella
Obj651,33.png,1.007081,1.000000,0.011173,Circulo
Obj652,33.png,0.298721,1.000000,0.317139,Estrella
Obj653,33.png,0.647785,1.000000,0.499159,Triangulo
Obj654,33.png,0.642612,1.000000,0.499708,Triangulo
Obj655,33_flipH.png,0.305468,1.000000,0.318135,Estrella
Obj656,33_flipH.png,1.007081,1.000000,0.011173,Circulo
Obj657,33_flipH.png,0.298721,1.000000,0.317139,Estrella
Obj658,33_flipH.png,0.647785,1.000000,0.499159,Triangulo
Obj659,33_flipH.png,0.642612,1.000000,0.499708,Triangulo
Obj660,33_flipV.png,0.298721,1.000000,0.317139,Estrella
Obj661,33_flipV.png,0.642612,1.000000,0.499708,Triangulo
Obj662,33_flipV.png,0.647785,1.000000,0.499159,Triangulo
Obj663,33_flipV.png,0.305468,1.000000,0.318135,Estrella
Obj664,33_flipV.png,1.007081,1.000000,0.011173,Circulo
Obj665,33_rot180.png,0.298721,1.000000,0.317139,Estrella
Obj666,33_rot180.png,0.642612,1.000000,0.499708,Triangulo
Obj667,33_rot180.png,0.647785,1.000000,0.499159,Triangulo
Obj668,33_rot180.png,0.305468,1.000000,0.318135,Estrella
Obj669,33_rot180.png,1.007081,1.000000,0.011173,Circulo
Obj670,33_rot270.png,0.647785,1.000000,0.499159,Triangulo
Obj671,33_rot270.png,0.305468,1.000000,0.318135,Estrella
Obj672,33_rot270.png,0.642612,1.000000,0.499708,Triangulo
Obj673,33_rot270.png,1.007081,1.000000,0.011173,Circulo
Obj674,33_rot270.png,0.298721,1.000000,0.317139,Estrella
Obj675,33_rot90.png,0.298721,1.000000,0.317139,Estrella
Obj676,33_rot90.png,1.007081,1.000000,0.011173,Circulo
Obj677,33_rot90.png,0.642612,1.000000,0.499708,Triangulo
Obj678,33_rot90.png,0.305468,1.000000,0.318135,Estrella
Obj679,33_rot90.png,0.647785,1.000000,0.499159,Triangulo
Obj680,34.png,0.303077,1.000000,0.322349,Estrella
Obj681,34.png,0.650957,1.000000,0.499066,Triangulo
Obj682,34.png,0.824755,1.000000,0.000000,Triangulo
Obj683,34.png,0.588061,1.000000,0.665936,Flecha
Obj684,34.png,1.009531,1.000000,0.011605,Circulo
Obj685,34_flipH.png,0.303077,1.000000,0.322349,Estrella
Obj686,34_flipH.png,0.650957,1.000000,0.499066,Triangulo
Obj687,34_flipH.png,0.824755,1.000000,0.000000,Triangulo
Obj688,34_flipH.png,0.588061,1.000000,0.665936,Flecha
Obj689,34_flipH.png,1.009531,1.000000,0.011605,Circulo
Obj690,34_flipV.png,1.009531,1.000000,0.011605,Circulo
Obj691,34_flipV.png,0.588061,1.000000,0.665936,Flecha
Obj692,34_flipV.png,0.303077,1.000000,0.322349,Estrella
Obj693,34_flipV.png,0.824755,1.000000,0.000000,Triangulo
Obj694,34_flipV.png,0.650957,1.000000,0.499066,Triangulo
Obj695,34_rot180.png,1.009531,1.000000,0.011605,Circulo
Obj696,34_rot180.png,0.588061,1.000000,0.665936,Flecha
Obj697,34_rot180.png,0.303077,1.000000,0.322349,Estrella
Obj698,34_rot180.png,0.824755,1.000000,0.000000,Triangulo
Obj699,34_rot180.png,0.650957,1.000000,0.499066,Triangulo
Obj700,34_rot270.png,0.650957,1.000000,0.499066,Triangulo
Obj701,34_rot270.png,0.588061,1.000000,0.665936,Flecha
Obj702,34_rot270.png,0.824755,1.000000,0.000000,Triangulo
Obj703,34_rot270.png,1.009531,1.000000,0.011605,Circulo
Obj704,34_rot270.png,0.303077,1.000000,0.322349,Estrella
Obj705,34_rot90.png,0.303077,1.000000,0.322349,Estrella
Obj706,34_rot90.png,1.009531,1.000000,0.011605,Circulo
Obj707,34_rot90.png,0.824755,1.000000,0.000000,Triangulo
Obj708,34_rot90.png,0.588061,1.000000,0.665936,Flecha
Obj709,34_rot90.png,0.650957,1.000000,0.499066,Triangulo
Obj710,35.png,0.304083,1.000000,0.319987,Estrella
Obj711,35.png,0.639641,1.000000,0.499777,Triangulo
Obj712,35.png,1.011585,1.000000,0.024503,Circulo
Obj713,35.png,0.828791,1.000000,0.000000,Triangulo
Obj714,35_flipH.png,0.304083,1.000000,0.319987,Estrella
Obj715,35_flipH.png,0.639641,1.000000,0.499777,Triangulo
Obj716,35_flipH.png,1.011585,1.000000,0.024503,Circulo
Obj717,35_flipH.png,0.828791,1.000000,0.000000,Triangulo
Obj718,35_flipV.png,0.828791,1.000000,0.000000,Triangulo
Obj719,35_flipV.png,1.011585,1.000000,0.024503,Circulo
Obj720,35_flipV.png,0.304083,1.000000,0.319987,Estrella
Obj721,35_flipV.png,0.639641,1.000000,0.499777,Triangulo
Obj722,35_rot180.png,0.828791,1.000000,0.000000,Triangulo
Obj723,35_rot180.png,1.011585,1.000000,0.024503,Circulo
Obj724,35_rot180.png,0.304083,1.000000,0.319987,Estrella
Obj725,35_rot180.png,0.639641,1.000000,0.499777,Triangulo
Obj726,35_rot270.png,0.639641,1.000000,0.499777,Triangulo
Obj727,35_rot270.png,0.828791,1.000000,0.000000,Triangulo
Obj728,35_rot270.png,0.304083,1.000000,0.319987,Estrella
Obj729,35_rot270.png,1.011585,1.000000,0.024503,Circulo
Obj730,35_rot90.png,1.011585,1.000000,0.024503,Circulo
Obj731,35_rot90.png,0.304083,1.000000,0.319987,Estrella
Obj732,35_rot90.png,0.639641,1.000000,0.499777,Triangulo
Obj733,35_rot90.png,0.828791,1.000000,0.000000,Triangulo
Obj734,36.png,1.007145,1.000000,0.013197,Circulo
Obj735,36.png,0.655508,1.000000,0.499077,Triangulo
Obj736,36.png,0.310097,1.000000,0.321226,Estrella
Obj737,36.png,1.013968,0.964912,0.260846,Circulo
Obj738,36_flipH.png,1.007145,1.000000,0.013197,Circulo
Obj739,36_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj740,36_flipH.png,0.310097,1.000000,0.321226,Estrella
Obj741,36_flipH.png,1.013968,0.964912,0.260846,Circulo
Obj742,36_flipV.png,1.013968,0.964912,0.260846,Circulo
Obj743,36_flipV.png,0.310097,1.000000,0.321226,Estrella
Obj744,36_flipV.png,1.007145,1.000000,0.013197,Circulo
Obj745,36_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj746,36_rot180.png,1.013968,0.964912,0.260846,Circulo
Obj747,36_rot180.png,0.310097,1.000000,0.321226,Estrella
Obj748,36_rot180.png,1.007145,1.000000,0.013197,Circulo
Obj749,36_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj750,36_rot270.png,1.007145,1.000000,0.013197,Circulo
Obj751,36_rot270.png,0.310097,1.000000,0.321226,Estrella
Obj752,36_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj753,36_rot270.png,1.013968,1.036364,0.260846,Circulo
Obj754,36_rot90.png,1.013968,1.036364,0.260846,Circulo
Obj755,36_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj756,36_rot90.png,0.310097,1.000000,0.321226,Estrella
Obj757,36_rot90.png,1.007145,1.000000,0.013197,Circulo
Obj758,37.png,0.322134,1.000000,0.320527,Estrella
Obj759,37.png,0.580491,1.000000,0.673063,Flecha
Obj760,37.png,0.309345,1.000000,0.317107,Estrella
Obj761,37.png,0.600113,1.000000,0.655853,Flecha
Obj762,37.png,0.601836,1.000000,0.654131,Flecha
Obj763,37_flipH.png,0.322134,1.000000,0.320527,Estrella
Obj764,37_flipH.png,0.580491,1.000000,0.673063,Flecha
Obj765,37_flipH.png,0.309345,1.000000,0.317107,Estrella
Obj766,37_flipH.png,0.600113,1.000000,0.655853,Flecha
Obj767,37_flipH.png,0.601836,1.000000,0.654131,Flecha
Obj768,37_flipV.png,0.601836,1.000000,0.654131,Flecha
Obj769,37_flipV.png,0.309345,1.000000,0.317107,Estrella
Obj770,37_flipV.png,0.600113,1.000000,0.655853,Flecha
Obj771,37_flipV.png,0.580491,1.000000,0.673063,Flecha
Obj772,37_flipV.png,0.322134,1.000000,0.320527,Estrella
Obj773,37_rot180.png,0.601836,1.000000,0.654131,Flecha
Obj774,37_rot180.png,0.309345,1.000000,0.317107,Estrella
Obj775,37_rot180.png,0.600113,1.000000,0.655853,Flecha
Obj776,37_rot180.png,0.580491,1.000000,0.673063,Flecha
Obj777,37_rot180.png,0.322134,1.000000,0.320527,Estrella
Obj778,37_rot270.png,0.580491,1.000000,0.673063,Flecha
Obj779,37_rot270.png,0.601836,1.000000,0.654131,Flecha
Obj780,37_rot270.png,0.309345,1.000000,0.317107,Estrella
Obj781,37_rot270.png,0.322134,1.000000,0.320527,Estrella
Obj782,37_rot270.png,0.600113,1.000000,0.655853,Flecha
Obj783,37_rot90.png,0.600113,1.000000,0.655853,Flecha
Obj784,37_rot90.png,0.322134,1.000000,0.320527,Estrella
Obj785,37_rot90.png,0.309345,1.000000,0.317107,Estrella
Obj786,37_rot90.png,0.580491,1.000000,0.673063,Flecha
Obj787,37_rot90.png,0.601836,1.000000,0.654131,Flecha
Obj788,38.png,0.655001,1.000000,0.499102,Triangulo
Obj789,38.png,1.009371,1.000000,0.023808,Circulo
Obj790,38.png,0.832757,1.000000,0.000000,Triangulo
Obj791,38.png,0.655508,1.000000,0.499077,Triangulo
Obj792,38.png,0.314464,1.000000,0.317081,Estrella
Obj793,38.png,1.005215,1.000000,0.011966,Circulo
Obj794,38_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj795,38_flipH.png,1.009371,1.000000,0.023808,Circulo
Obj796,38_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj797,38_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj798,38_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj799,38_flipH.png,1.005215,1.000000,0.011966,Circulo
Obj800,38_flipV.png,1.005215,1.000000,0.011966,Circulo
Obj801,38_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj802,38_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj803,38_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj804,38_flipV.png,1.009371,1.000000,0.023808,Circulo
Obj805,38_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj806,38_rot180.png,1.005215,1.000000,0.011966,Circulo
Obj807,38_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj808,38_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj809,38_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj810,38_rot180.png,1.009371,1.000000,0.023808,Circulo
Obj811,38_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj812,38_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj813,38_rot270.png,1.009371,1.000000,0.023808,Circulo
Obj814,38_rot270.png,1.005215,1.000000,0.011966,Circulo
Obj815,38_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj816,38_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj817,38_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj818,38_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj819,38_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj820,38_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj821,38_rot90.png,1.005215,1.000000,0.011966,Circulo
Obj822,38_rot90.png,1.009371,1.000000,0.023808,Circulo
Obj823,38_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj824,39.png,0.826748,1.000000,0.000000,Triangulo
Obj825,39.png,1.011437,1.000000,0.016918,Circulo
Obj826,39.png,0.648476,1.000000,0.499394,Triangulo
Obj827,39.png,0.314320,1.000000,0.328144,Estrella
Obj828,39.png,0.332760,1.000000,0.321320,Estrella
Obj829,39_flipH.png,0.826748,1.000000,0.000000,Triangulo
Obj830,39_flipH.png,1.011437,1.000000,0.016918,Circulo
Obj831,39_flipH.png,0.648476,1.000000,0.499394,Triangulo
Obj832,39_flipH.png,0.314320,1.000000,0.328144,Estrella
Obj833,39_flipH.png,0.332760,1.000000,0.321320,Estrella
Obj834,39_flipV.png,0.314320,1.000000,0.328144,Estrella
Obj835,39_flipV.png,0.332760,1.000000,0.321320,Estrella
Obj836,39_flipV.png,0.648476,1.000000,0.499394,Triangulo
Obj837,39_flipV.png,0.826748,1.000000,0.000000,Triangulo
Obj838,39_flipV.png,1.011437,1.000000,0.016918,Circulo
Obj839,39_rot180.png,0.314320,1.000000,0.328144,Estrella
Obj840,39_rot180.png,0.332760,1.000000,0.321320,Estrella
Obj841,39_rot180.png,0.648476,1.000000,0.499394,Triangulo
Obj842,39_rot180.png,0.826748,1.000000,0.000000,Triangulo
Obj843,39_rot180.png,1.011437,1.000000,0.016918,Circulo
Obj844,39_rot270.png,0.332760,1.000000,0.321320,Estrella
Obj845,39_rot270.png,0.826748,1.000000,0.000000,Triangulo
Obj846,39_rot270.png,0.648476,1.000000,0.499394,Triangulo
Obj847,39_rot270.png,1.011437,1.000000,0.016918,Circulo
