ID_Objeto,Circularidad_Simplificada,Relacion_Aspecto,Excentricidad_Simplif,Clase_Asignada
Obj501,28_flipH.png,0.309345,1.000000,0.317107,Estrella
Obj505,28_flipV.png,0.309345,1.000000,0.317107,Estrella
Obj508,28_flipV.png,0.322134,1.000000,0.320527,Estrella
Obj510,28_rot180.png,0.309345,1.000000,0.317107,Estrella
Obj513,28_rot180.png,0.322134,1.000000,0.320527,Estrella
Obj516,28_rot270.png,0.309345,1.000000,0.317107,Estrella
Obj517,28_rot270.png,0.322134,1.000000,0.320527,Estrella
Obj520,28_rot90.png,0.322134,1.000000,0.320527,Estrella
Obj521,28_rot90.png,0.309345,1.000000,0.317107,Estrella
Obj528,29.png,0.314464,1.000000,0.317081,Estrella
Obj533,29_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj534,29_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj539,29_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj547,29_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj549,29_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj557,30.png,0.332760,1.000000,0.321320,Estrella
Obj558,30.png,0.314320,1.000000,0.328144,Estrella
Obj562,30_flipH.png,0.332760,1.000000,0.321320,Estrella
Obj563,30_flipH.png,0.314320,1.000000,0.328144,Estrella
Obj564,30_flipV.png,0.314320,1.000000,0.328144,Estrella
Obj565,30_flipV.png,0.332760,1.000000,0.321320,Estrella
Obj569,30_rot180.png,0.314320,1.000000,0.328144,Estrella
Obj570,30_rot180.png,0.332760,1.000000,0.321320,Estrella
Obj574,30_rot270.png,0.332760,1.000000,0.321320,Estrella
Obj578,30_rot270.png,0.314320,1.000000,0.328144,Estrella
Obj579,30_rot90.png,0.314320,1.000000,0.328144,Estrella
Obj583,30_rot90.png,0.332760,1.000000,0.321320,Estrella
Obj587,31.png,0.315950,1.000000,0.327697,Estrella
Obj588,31.png,0.312096,1.000000,0.328729,Estrella
Obj592,31_flipH.png,0.315950,1.000000,0.327697,Estrella
Obj593,31_flipH.png,0.312096,1.000000,0.328729,Estrella
Obj594,31_flipV.png,0.312096,1.000000,0.328729,Estrella
Obj596,31_flipV.png,0.315950,1.000000,0.327697,Estrella
Obj599,31_rot180.png,0.312096,1.000000,0.328729,Estrella
Obj601,31_rot180.png,0.315950,1.000000,0.327697,Estrella
Obj605,31_rot270.png,0.312096,1.000000,0.328729,Estrella
Obj606,31_rot270.png,0.315950,1.000000,0.327697,Estrella
Obj610,31_rot90.png,0.315950,1.000000,0.327697,Estrella
Obj612,31_rot90.png,0.312096,1.000000,0.328729,Estrella
Obj650,33.png,0.305468,1.000000,0.318135,Estrella
Obj652,33.png,0.298721,1.000000,0.317139,Estrella
Obj655,33_flipH.png,0.305468,1.000000,0.318135,Estrella
Obj657,33_flipH.png,0.298721,1.000000,0.317139,Estrella
Obj660,33_flipV.png,0.298721,1.000000,0.317139,Estrella
Obj663,33_flipV.png,0.305468,1.000000,0.318135,Estrella
Obj665,33_rot180.png,0.298721,1.000000,0.317139,Estrella
Obj668,33_rot180.png,0.305468,1.000000,0.318135,Estrella
Obj671,33_rot270.png,0.305468,1.000000,0.318135,Estrella
Obj674,33_rot270.png,0.298721,1.000000,0.317139,Estrella
Obj675,33_rot90.png,0.298721,1.000000,0.317139,Estrella
Obj678,33_rot90.png,0.305468,1.000000,0.318135,Estrella
Obj680,34.png,0.303077,1.000000,0.322349,Estrella
Obj685,34_flipH.png,0.303077,1.000000,0.322349,Estrella
Obj692,34_flipV.png,0.303077,1.000000,0.322349,Estrella
Obj697,34_rot180.png,0.303077,1.000000,0.322349,Estrella
Obj704,34_rot270.png,0.303077,1.000000,0.322349,Estrella
Obj705,34_rot90.png,0.303077,1.000000,0.322349,Estrella
Obj710,35.png,0.304083,1.000000,0.319987,Estrella
Obj714,35_flipH.png,0.304083,1.000000,0.319987,Estrella
Obj720,35_flipV.png,0.304083,1.000000,0.319987,Estrella
Obj724,35_rot180.png,0.304083,1.000000,0.319987,Estrella
Obj728,35_rot270.png,0.304083,1.000000,0.319987,Estrella
Obj731,35_rot90.png,0.304083,1.000000,0.319987,Estrella
Obj736,36.png,0.310097,1.000000,0.321226,Estrella
Obj740,36_flipH.png,0.310097,1.000000,0.321226,Estrella
Obj743,36_flipV.png,0.310097,1.000000,0.321226,Estrella
Obj747,36_rot180.png,0.310097,1.000000,0.321226,Estrella
Obj751,36_rot270.png,0.310097,1.000000,0.321226,Estrella
Obj756,36_rot90.png,0.310097,1.000000,0.321226,Estrella
Obj758,37.png,0.322134,1.000000,0.320527,Estrella
Obj760,37.png,0.309345,1.000000,0.317107,Estrella
Obj763,37_flipH.png,0.322134,1.000000,0.320527,Estrella
Obj765,37_flipH.png,0.309345,1.000000,0.317107,Estrella
Obj769,37_flipV.png,0.309345,1.000000,0.317107,Estrella
Obj772,37_flipV.png,0.322134,1.000000,0.320527,Estrella
Obj774,37_rot180.png,0.309345,1.000000,0.317107,Estrella
Obj777,37_rot180.png,0.322134,1.000000,0.320527,Estrella
Obj780,37_rot270.png,0.309345,1.000000,0.317107,Estrella
Obj781,37_rot270.png,0.322134,1.000000,0.320527,Estrella
Obj784,37_rot90.png,0.322134,1.000000,0.320527,Estrella
Obj785,37_rot90.png,0.309345,1.000000,0.317107,Estrella
Obj792,38.png,0.314464,1.000000,0.317081,Estrella
Obj798,38_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj801,38_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj807,38_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj816,38_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj818,38_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj827,39.png,0.314320,1.000000,0.328144,Estrella
Obj828,39.png,0.332760,1.000000,0.321320,Estrella
Obj832,39_flipH.png,0.314320,1.000000,0.328144,Estrella
Obj833,39_flipH.png,0.332760,1.000000,0.321320,Estrella
Obj834,39_flipV.png,0.314320,1.000000,0.328144,Estrella
Obj835,39_flipV.png,0.332760,1.000000,0.321320,Estrella
Obj839,39_rot180.png,0.314320,1.000000,0.328144,Estrella
Obj840,39_rot180.png,0.332760,1.000000,0.321320,Estrella
Obj844,39_rot270.png,0.332760,1.000000,0.321320,Estrella
Obj848,39_rot270.png,0.314320,1.000000,0.328144,Estrella
Obj849,39_rot90.png,0.314320,1.000000,0.328144,Estrella
Obj853,39_rot90.png,0.332760,1.000000,0.321320,Estrella
Obj857,40.png,0.315950,1.000000,0.327697,Estrella
Obj858,40.png,0.312096,1.000000,0.328729,Estrella
Obj862,40_flipH.png,0.315950,1.000000,0.327697,Estrella
Obj863,40_flipH.png,0.312096,1.000000,0.328729,Estrella
Obj864,40_flipV.png,0.312096,1.000000,0.328729,Estrella
Obj865,40_flipV.png,0.315950,1.000000,0.327697,Estrella
Obj869,40_rot180.png,0.312096,1.000000,0.328729,Estrella
Obj870,40_rot180.png,0.315950,1.000000,0.327697,Estrella
Obj875,40_rot270.png,0.312096,1.000000,0.328729,Estrella
Obj876,40_rot270.png,0.315950,1.000000,0.327697,Estrella
Obj880,40_rot90.png,0.315950,1.000000,0.327697,Estrella
Obj882,40_rot90.png,0.312096,1.000000,0.328729,Estrella
Obj914,42.png,0.305468,1.000000,0.318135,Estrella
Obj916,42.png,0.298721,1.000000,0.317139,Estrella
Obj918,42_flipH.png,0.305468,1.000000,0.318135,Estrella
Obj920,42_flipH.png,0.298721,1.000000,0.317139,Estrella
Obj922,42_flipV.png,0.298721,1.000000,0.317139,Estrella
Obj924,42_flipV.png,0.305468,1.000000,0.318135,Estrella
Obj926,42_rot180.png,0.298721,1.000000,0.317139,Estrella
Obj928,42_rot180.png,0.305468,1.000000,0.318135,Estrella
Obj930,42_rot270.png,0.305468,1.000000,0.318135,Estrella
Obj933,42_rot270.png,0.298721,1.000000,0.317139,Estrella
Obj934,42_rot90.png,0.298721,1.000000,0.317139,Estrella
Obj937,42_rot90.png,0.305468,1.000000,0.318135,Estrella
Obj970,44.png,0.310097,1.000000,0.321226,Estrella
Obj976,44_flipH.png,0.310097,1.000000,0.321226,Estrella
Obj982,44_flipV.png,0.310097,1.000000,0.321226,Estrella
Obj988,44_rot180.png,0.310097,1.000000,0.321226,Estrella
Obj994,44_rot270.png,0.310097,1.000000,0.321226,Estrella
Obj1001,44_rot90.png,0.310097,1.000000,0.321226,Estrella
Obj1051,46.png,0.314464,1.000000,0.317081,Estrella
Obj1058,46_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj1061,46_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj1068,46_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj1079,46_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj1081,46_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj1092,47.png,0.312843,1.000000,0.323139,Estrella
Obj1093,47.png,0.314464,1.000000,0.317081,Estrella
Obj1098,47_flipH.png,0.312843,1.000000,0.323139,Estrella
Obj1099,47_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj1100,47_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj1101,47_flipV.png,0.312843,1.000000,0.323139,Estrella
Obj1106,47_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj1107,47_rot180.png,0.312843,1.000000,0.323139,Estrella
Obj1114,47_rot270.png,0.312843,1.000000,0.323139,Estrella
Obj1116,47_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj1118,47_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj1121,47_rot90.png,0.312843,1.000000,0.323139,Estrella
Obj1128,48.png,0.306034,1.000000,0.321252,Estrella
Obj1130,48.png,0.309345,1.000000,0.317107,Estrella
Obj1135,48_flipH.png,0.306034,1.000000,0.321252,Estrella
Obj1137,48_flipH.png,0.309345,1.000000,0.317107,Estrella
Obj1138,48_flipV.png,0.309345,1.000000,0.317107,Estrella
Obj1140,48_flipV.png,0.306034,1.000000,0.321252,Estrella
Obj1146,48_rot180.png,0.309345,1.000000,0.317107,Estrella
Obj1147,48_rot180.png,0.306034,1.000000,0.321252,Estrella
Obj1153,48_rot270.png,0.309345,1.000000,0.317107,Estrella
Obj1155,48_rot270.png,0.306034,1.000000,0.321252,Estrella
Obj1162,48_rot90.png,0.306034,1.000000,0.321252,Estrella
Obj1164,48_rot90.png,0.309345,1.000000,0.317107,Estrella
Obj1171,49.png,0.314464,1.000000,0.317081,Estrella
Obj1177,49_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj1178,49_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj1184,49_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj1194,49_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj1196,49_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj1206,50.png,0.312843,1.000000,0.323139,Estrella
Obj1207,50.png,0.314464,1.000000,0.317081,Estrella
Obj1212,50_flipH.png,0.312843,1.000000,0.323139,Estrella
Obj1213,50_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj1214,50_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj1215,50_flipV.png,0.312843,1.000000,0.323139,Estrella
Obj1220,50_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj1221,50_rot180.png,0.312843,1.000000,0.323139,Estrella
Obj1228,50_rot270.png,0.312843,1.000000,0.323139,Estrella
Obj1230,50_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj1232,50_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj1235,50_rot90.png,0.312843,1.000000,0.323139,Estrella
Obj356,21.png,0.581543,1.279412,0.810563,Flecha
Obj357,21_flipH.png,0.581543,1.279412,0.810563,Flecha
Obj358,21_flipV.png,0.581543,1.279412,0.810563,Flecha
Obj359,21_rot180.png,0.581543,1.279412,0.810563,Flecha
Obj360,21_rot270.png,0.581543,0.781609,0.810563,Flecha
Obj361,21_rot90.png,0.581543,0.781609,0.810563,Flecha
Obj362,22.png,0.588557,1.073620,0.592401,Flecha
Obj363,22.png,0.581543,1.279412,0.810563,Flecha
Obj364,22_flipH.png,0.588557,1.073620,0.592401,Flecha
Obj365,22_flipH.png,0.581543,1.279412,0.810563,Flecha
Obj366,22_flipV.png,0.581543,1.279412,0.810563,Flecha
Obj367,22_flipV.png,0.588557,1.073620,0.592401,Flecha
Obj368,22_rot180.png,0.581543,1.279412,0.810563,Flecha
Obj369,22_rot180.png,0.588557,1.073620,0.592401,Flecha
Obj370,22_rot270.png,0.581543,0.781609,0.810563,Flecha
Obj371,22_rot270.png,0.588557,0.931429,0.592401,Flecha
Obj372,22_rot90.png,0.588557,0.931429,0.592401,Flecha
Obj373,22_rot90.png,0.581543,0.781609,0.810563,Flecha
Obj374,23.png,0.588557,1.073620,0.592401,Flecha
Obj375,23.png,0.581543,1.279412,0.810563,Flecha
Obj376,23.png,0.586558,0.936508,0.716246,Flecha
Obj377,23_flipH.png,0.588557,1.073620,0.592401,Flecha
Obj378,23_flipH.png,0.581543,1.279412,0.810563,Flecha
Obj379,23_flipH.png,0.586558,0.936508,0.716246,Flecha
Obj380,23_flipV.png,0.586558,0.936508,0.716246,Flecha
Obj381,23_flipV.png,0.581543,1.279412,0.810563,Flecha
Obj382,23_flipV.png,0.588557,1.073620,0.592401,Flecha
Obj383,23_rot180.png,0.586558,0.936508,0.716246,Flecha
Obj384,23_rot180.png,0.581543,1.279412,0.810563,Flecha
Obj385,23_rot180.png,0.588557,1.073620,0.592401,Flecha
Obj386,23_rot270.png,0.581543,0.781609,0.810563,Flecha
Obj387,23_rot270.png,0.588557,0.931429,0.592401,Flecha
Obj388,23_rot270.png,0.586558,1.067797,0.716246,Flecha
Obj389,23_rot90.png,0.586558,1.067797,0.716246,Flecha
Obj390,23_rot90.png,0.588557,0.931429,0.592401,Flecha
Obj391,23_rot90.png,0.581543,0.781609,0.810563,Flecha
Obj392,24.png,0.588557,1.073620,0.592401,Flecha
Obj393,24.png,0.582511,0.972441,0.693097,Flecha
Obj394,24.png,0.581543,1.279412,0.810563,Flecha
Obj395,24.png,0.586558,0.936508,0.716246,Flecha
Obj396,24_flipH.png,0.588557,1.073620,0.592401,Flecha
Obj397,24_flipH.png,0.582511,0.972441,0.693097,Flecha
Obj398,24_flipH.png,0.581543,1.279412,0.810563,Flecha
Obj399,24_flipH.png,0.586558,0.936508,0.716246,Flecha
Obj400,24_flipV.png,0.586558,0.936508,0.716246,Flecha
Obj401,24_flipV.png,0.582511,0.972441,0.693097,Flecha
Obj402,24_flipV.png,0.581543,1.279412,0.810563,Flecha
Obj403,24_flipV.png,0.588557,1.073620,0.592401,Flecha
Obj404,24_rot180.png,0.586558,0.936508,0.716246,Flecha
Obj405,24_rot180.png,0.582511,0.972441,0.693097,Flecha
Obj406,24_rot180.png,0.581543,1.279412,0.810563,Flecha
Obj407,24_rot180.png,0.588557,1.073620,0.592401,Flecha
Obj408,24_rot270.png,0.581543,0.781609,0.810563,Flecha
Obj409,24_rot270.png,0.588557,0.931429,0.592401,Flecha
Obj410,24_rot270.png,0.586558,1.067797,0.716246,Flecha
Obj411,24_rot270.png,0.582511,1.028340,0.693097,Flecha
Obj412,24_rot90.png,0.582511,1.028340,0.693097,Flecha
Obj413,24_rot90.png,0.586558,1.067797,0.716246,Flecha
Obj414,24_rot90.png,0.588557,0.931429,0.592401,Flecha
Obj415,24_rot90.png,0.581543,0.781609,0.810563,Flecha
Obj416,25.png,0.588557,1.073620,0.592401,Flecha
Obj417,25.png,0.567387,1.377622,0.842081,Flecha
Obj418,25.png,0.582511,0.972441,0.693097,Flecha
Obj419,25.png,0.581543,1.279412,0.810563,Flecha
Obj420,25.png,0.586558,0.936508,0.716246,Flecha
Obj421,25_flipH.png,0.588557,1.073620,0.592401,Flecha
Obj422,25_flipH.png,0.567387,1.377622,0.842081,Flecha
Obj423,25_flipH.png,0.582511,0.972441,0.693097,Flecha
Obj424,25_flipH.png,0.581543,1.279412,0.810563,Flecha
Obj425,25_flipH.png,0.586558,0.936508,0.716246,Flecha
Obj426,25_flipV.png,0.586558,0.936508,0.716246,Flecha
Obj427,25_flipV.png,0.582511,0.972441,0.693097,Flecha
Obj428,25_flipV.png,0.581543,1.279412,0.810563,Flecha
Obj429,25_flipV.png,0.567387,1.377622,0.842081,Flecha
Obj430,25_flipV.png,0.588557,1.073620,0.592401,Flecha
Obj431,25_rot180.png,0.586558,0.936508,0.716246,Flecha
Obj432,25_rot180.png,0.582511,0.972441,0.693097,Flecha
Obj433,25_rot180.png,0.581543,1.279412,0.810563,Flecha
Obj434,25_rot180.png,0.567387,1.377622,0.842081,Flecha
Obj435,25_rot180.png,0.588557,1.073620,0.592401,Flecha
Obj436,25_rot270.png,0.581543,0.781609,0.810563,Flecha
Obj437,25_rot270.png,0.567387,0.725888,0.842081,Flecha
Obj438,25_rot270.png,0.588557,0.931429,0.592401,Flecha
Obj439,25_rot270.png,0.586558,1.067797,0.716246,Flecha
Obj440,25_rot270.png,0.582511,1.028340,0.693097,Flecha
Obj441,25_rot90.png,0.582511,1.028340,0.693097,Flecha
Obj442,25_rot90.png,0.586558,1.067797,0.716246,Flecha
Obj443,25_rot90.png,0.588557,0.931429,0.592401,Flecha
Obj444,25_rot90.png,0.567387,0.725888,0.842081,Flecha
Obj445,25_rot90.png,0.581543,0.781609,0.810563,Flecha
Obj446,26.png,0.579057,1.000000,0.674374,Flecha
Obj450,26_flipH.png,0.579057,1.000000,0.674374,Flecha
Obj456,26_flipV.png,0.579057,1.000000,0.674374,Flecha
Obj460,26_rot180.png,0.579057,1.000000,0.674374,Flecha
Obj464,26_rot270.png,0.579057,1.000000,0.674374,Flecha
Obj467,26_rot90.png,0.579057,1.000000,0.674374,Flecha
Obj497,28.png,0.600113,1.000000,0.655853,Flecha
Obj498,28.png,0.601836,1.000000,0.654131,Flecha
Obj502,28_flipH.png,0.600113,1.000000,0.655853,Flecha
Obj503,28_flipH.png,0.601836,1.000000,0.654131,Flecha
Obj504,28_flipV.png,0.601836,1.000000,0.654131,Flecha
Obj506,28_flipV.png,0.600113,1.000000,0.655853,Flecha
Obj509,28_rot180.png,0.601836,1.000000,0.654131,Flecha
Obj511,28_rot180.png,0.600113,1.000000,0.655853,Flecha
Obj515,28_rot270.png,0.601836,1.000000,0.654131,Flecha
Obj518,28_rot270.png,0.600113,1.000000,0.655853,Flecha
Obj519,28_rot90.png,0.600113,1.000000,0.655853,Flecha
Obj522,28_rot90.png,0.601836,1.000000,0.654131,Flecha
Obj615,32.png,0.589963,1.000000,0.664584,Flecha
Obj617,32.png,0.575251,1.000000,0.677580,Flecha
Obj621,32_flipH.png,0.589963,1.000000,0.664584,Flecha
Obj623,32_flipH.png,0.575251,1.000000,0.677580,Flecha
Obj627,32_flipV.png,0.575251,1.000000,0.677580,Flecha
Obj630,32_flipV.png,0.589963,1.000000,0.664584,Flecha
Obj633,32_rot180.png,0.575251,1.000000,0.677580,Flecha
Obj636,32_rot180.png,0.589963,1.000000,0.664584,Flecha
Obj641,32_rot270.png,0.589963,1.000000,0.664584,Flecha
Obj642,32_rot270.png,0.575251,1.000000,0.677580,Flecha
Obj644,32_rot90.png,0.575251,1.000000,0.677580,Flecha
Obj646,32_rot90.png,0.589963,1.000000,0.664584,Flecha
Obj683,34.png,0.588061,1.000000,0.665936,Flecha
Obj688,34_flipH.png,0.588061,1.000000,0.665936,Flecha
Obj691,34_flipV.png,0.588061,1.000000,0.665936,Flecha
Obj696,34_rot180.png,0.588061,1.000000,0.665936,Flecha
Obj701,34_rot270.png,0.588061,1.000000,0.665936,Flecha
Obj708,34_rot90.png,0.588061,1.000000,0.665936,Flecha
Obj759,37.png,0.580491,1.000000,0.673063,Flecha
Obj761,37.png,0.600113,1.000000,0.655853,Flecha
Obj762,37.png,0.601836,1.000000,0.654131,Flecha
Obj764,37_flipH.png,0.580491,1.000000,0.673063,Flecha
Obj766,37_flipH.png,0.600113,1.000000,0.655853,Flecha
Obj767,37_flipH.png,0.601836,1.000000,0.654131,Flecha
Obj768,37_flipV.png,0.601836,1.000000,0.654131,Flecha
Obj770,37_flipV.png,0.600113,1.000000,0.655853,Flecha
Obj771,37_flipV.png,0.580491,1.000000,0.673063,Flecha
Obj773,37_rot180.png,0.601836,1.000000,0.654131,Flecha
Obj775,37_rot180.png,0.600113,1.000000,0.655853,Flecha
Obj776,37_rot180.png,0.580491,1.000000,0.673063,Flecha
Obj778,37_rot270.png,0.580491,1.000000,0.673063,Flecha
Obj779,37_rot270.png,0.601836,1.000000,0.654131,Flecha
Obj782,37_rot270.png,0.600113,1.000000,0.655853,Flecha
Obj783,37_rot90.png,0.600113,1.000000,0.655853,Flecha
Obj786,37_rot90.png,0.580491,1.000000,0.673063,Flecha
Obj787,37_rot90.png,0.601836,1.000000,0.654131,Flecha
Obj885,41.png,0.589963,1.000000,0.664584,Flecha
Obj887,41.png,0.575251,1.000000,0.677580,Flecha
Obj890,41_flipH.png,0.589963,1.000000,0.664584,Flecha
Obj892,41_flipH.png,0.575251,1.000000,0.677580,Flecha
Obj894,41_flipV.png,0.575251,1.000000,0.677580,Flecha
Obj897,41_flipV.png,0.589963,1.000000,0.664584,Flecha
Obj899,41_rot180.png,0.575251,1.000000,0.677580,Flecha
Obj902,41_rot180.png,0.589963,1.000000,0.664584,Flecha
Obj906,41_rot270.png,0.589963,1.000000,0.664584,Flecha
Obj907,41_rot270.png,0.575251,1.000000,0.677580,Flecha
Obj909,41_rot90.png,0.575251,1.000000,0.677580,Flecha
Obj911,41_rot90.png,0.589963,1.000000,0.664584,Flecha
Obj917,42.png,0.581860,1.000000,0.671829,Flecha
Obj921,42_flipH.png,0.581860,1.000000,0.671829,Flecha
Obj923,42_flipV.png,0.581860,1.000000,0.671829,Flecha
Obj927,42_rot180.png,0.581860,1.000000,0.671829,Flecha
Obj931,42_rot270.png,0.581860,1.000000,0.671829,Flecha
Obj936,42_rot90.png,0.581860,1.000000,0.671829,Flecha
Obj939,43.png,0.582672,1.000000,0.670552,Flecha
Obj940,43.png,0.583833,1.000000,0.669215,Flecha
Obj941,43.png,0.588061,1.000000,0.665936,Flecha
Obj944,43_flipH.png,0.582672,1.000000,0.670552,Flecha
Obj945,43_flipH.png,0.583833,1.000000,0.669215,Flecha
Obj946,43_flipH.png,0.588061,1.000000,0.665936,Flecha
Obj949,43_flipV.png,0.588061,1.000000,0.665936,Flecha
Obj951,43_flipV.png,0.582672,1.000000,0.670552,Flecha
Obj952,43_flipV.png,0.583833,1.000000,0.669215,Flecha
Obj954,43_rot180.png,0.588061,1.000000,0.665936,Flecha
Obj956,43_rot180.png,0.582672,1.000000,0.670552,Flecha
Obj957,43_rot180.png,0.583833,1.000000,0.669215,Flecha
Obj958,43_rot270.png,0.583833,1.000000,0.669215,Flecha
Obj959,43_rot270.png,0.588061,1.000000,0.665936,Flecha
Obj962,43_rot270.png,0.582672,1.000000,0.670552,Flecha
Obj963,43_rot90.png,0.582672,1.000000,0.670552,Flecha
Obj966,43_rot90.png,0.588061,1.000000,0.665936,Flecha
Obj967,43_rot90.png,0.583833,1.000000,0.669215,Flecha
Obj972,44.png,0.579057,1.000000,0.674374,Flecha
Obj978,44_flipH.png,0.579057,1.000000,0.674374,Flecha
Obj980,44_flipV.png,0.579057,1.000000,0.674374,Flecha
Obj986,44_rot180.png,0.579057,1.000000,0.674374,Flecha
Obj992,44_rot270.png,0.579057,1.000000,0.674374,Flecha
Obj1003,44_rot90.png,0.579057,1.000000,0.674374,Flecha
Obj1005,45.png,0.589963,1.000000,0.664584,Flecha
Obj1008,45.png,0.575251,1.000000,0.677580,Flecha
Obj1012,45_flipH.png,0.589963,1.000000,0.664584,Flecha
Obj1015,45_flipH.png,0.575251,1.000000,0.677580,Flecha
Obj1019,45_flipV.png,0.575251,1.000000,0.677580,Flecha
Obj1022,45_flipV.png,0.589963,1.000000,0.664584,Flecha
Obj1026,45_rot180.png,0.575251,1.000000,0.677580,Flecha
Obj1029,45_rot180.png,0.589963,1.000000,0.664584,Flecha
Obj1036,45_rot270.png,0.589963,1.000000,0.664584,Flecha
Obj1037,45_rot270.png,0.575251,1.000000,0.677580,Flecha
Obj1039,45_rot90.png,0.575251,1.000000,0.677580,Flecha
Obj1041,45_rot90.png,0.589963,1.000000,0.664584,Flecha
Obj1046,46.png,0.585697,1.000000,0.668387,Flecha
Obj1053,46_flipH.png,0.585697,1.000000,0.668387,Flecha
Obj1065,46_flipV.png,0.585697,1.000000,0.668387,Flecha
Obj1072,46_rot180.png,0.585697,1.000000,0.668387,Flecha
Obj1077,46_rot270.png,0.585697,1.000000,0.668387,Flecha
Obj1084,46_rot90.png,0.585697,1.000000,0.668387,Flecha
Obj1125,48.png,0.589963,1.000000,0.664584,Flecha
Obj1129,48.png,0.575251,1.000000,0.677580,Flecha
Obj1132,48_flipH.png,0.589963,1.000000,0.664584,Flecha
Obj1136,48_flipH.png,0.575251,1.000000,0.677580,Flecha
Obj1139,48_flipV.png,0.575251,1.000000,0.677580,Flecha
Obj1142,48_flipV.png,0.589963,1.000000,0.664584,Flecha
Obj1145,48_rot180.png,0.575251,1.000000,0.677580,Flecha
Obj1149,48_rot180.png,0.589963,1.000000,0.664584,Flecha
Obj1156,48_rot270.png,0.589963,1.000000,0.664584,Flecha
Obj1157,48_rot270.png,0.575251,1.000000,0.677580,Flecha
Obj1159,48_rot90.png,0.575251,1.000000,0.677580,Flecha
Obj1161,48_rot90.png,0.589963,1.000000,0.664584,Flecha
Obj1166,49.png,0.585697,1.000000,0.668387,Flecha
Obj1168,49.png,0.579062,1.000000,0.674082,Flecha
Obj1172,49_flipH.png,0.585697,1.000000,0.668387,Flecha
Obj1174,49_flipH.png,0.579062,1.000000,0.674082,Flecha
Obj1179,49_flipV.png,0.579062,1.000000,0.674082,Flecha
Obj1182,49_flipV.png,0.585697,1.000000,0.668387,Flecha
Obj1185,49_rot180.png,0.579062,1.000000,0.674082,Flecha
Obj1188,49_rot180.png,0.585697,1.000000,0.668387,Flecha
Obj1191,49_rot270.png,0.579062,1.000000,0.674082,Flecha
Obj1192,49_rot270.png,0.585697,1.000000,0.668387,Flecha
Obj1199,49_rot90.png,0.585697,1.000000,0.668387,Flecha
Obj1200,49_rot90.png,0.579062,1.000000,0.674082,Flecha
Obj1,1_rot90.png,0.824781,0.894472,0.447123,Triangulo
Obj10,2_rot270.png,0.824781,0.894472,0.447123,Triangulo
Obj11,2_rot270.png,0.823881,0.813433,0.581659,Triangulo
Obj12,2_rot90.png,0.823881,0.813433,0.581659,Triangulo
Obj13,2_rot90.png,0.824781,0.894472,0.447123,Triangulo
Obj26,3_rot270.png,0.824781,0.894472,0.447123,Triangulo
Obj27,3_rot270.png,0.823881,0.813433,0.581659,Triangulo
Obj28,3_rot270.png,0.827259,0.962766,0.270336,Triangulo
Obj29,3_rot90.png,0.827259,0.962766,0.270336,Triangulo
Obj30,3_rot90.png,0.823881,0.813433,0.581659,Triangulo
Obj31,3_rot90.png,0.824781,0.894472,0.447123,Triangulo
Obj48,4_rot270.png,0.824781,0.894472,0.447123,Triangulo
Obj49,4_rot270.png,0.823881,0.813433,0.581659,Triangulo
Obj50,4_rot270.png,0.827259,0.962766,0.270336,Triangulo
Obj51,4_rot270.png,0.828381,0.886525,0.462681,Triangulo
Obj52,4_rot90.png,0.828381,0.886525,0.462681,Triangulo
Obj53,4_rot90.png,0.827259,0.962766,0.270336,Triangulo
Obj54,4_rot90.png,0.823881,0.813433,0.581659,Triangulo
Obj55,4_rot90.png,0.824781,0.894472,0.447123,Triangulo
Obj76,5_rot270.png,0.828232,0.875912,0.482470,Triangulo
Obj77,5_rot270.png,0.824781,0.894472,0.447123,Triangulo
Obj78,5_rot270.png,0.823881,0.813433,0.581659,Triangulo
